Tweet text,ID,Label,text_label,split
@KenyaPower_Care Thank you. May I get my statement from July up to date. domngash@yahoo.com,523,0,Unlabeled,2
@MikeyWax thanks for the follow- loving spaceman and can’t wait to see more from you,524,0,Unlabeled,2
"@eBayBusinessUK I like most people use a mobile all the time to run my eBay shop, please tell me how to stop it going to the mobile site????",525,0,Unlabeled,2
"Strangling your mother in law isn’t *really* a crime, right? #AskingForAFriend",526,0,Unlabeled,2
Thank you @medium for a better H2 styling. I will actually use it now!,527,0,Unlabeled,2
@SouthwestAir I understand stuff happens. No communication is something that should never happen.,528,0,Unlabeled,2
"These hard working individuals, who need the revenue from PAYING guests to pay their bills. It is the most annoying… https://t.co/JXwl6l9V1w",529,0,Unlabeled,2
@Valarnold9 thanks val��,530,0,Unlabeled,2
@HeatherHowell_6 I agree 100% like... She has used her platform/position to do so much for that cause and for victims compared to tswift,531,0,Unlabeled,2
“Time for the urn” is my new favorite phrase regarding terrible old men,532,0,Unlabeled,2
@AskeBay whats with brand limits for asian sellers (thailand) that don't seem to apply to other countries?????,533,0,Unlabeled,2
@ThreeUKSupport I can call and txt fine.i have been here last 8 days and about 5 weeks out of last 8,534,0,Unlabeled,2
@AskeBay Tried it again today and no problems. Thanks!,535,0,Unlabeled,2
@Uber_Support Chris.coleman654@gmail.com Just want to view my delivery feedback that's all,536,0,Unlabeled,2
@revampedlyfe lets hang out then,537,0,Unlabeled,2
@united Anyway. Thanks for responding. The Weather advisory is pretty clear. Just frustrating. https://t.co/JWn0sKo05z,538,0,Unlabeled,2
@PaintDusting I know what you're going through and I'm here to support you.,539,0,Unlabeled,2
You're Officially Ready For Fall! via @takeadailybreak https://t.co/hxe4PM7gZo,540,0,Unlabeled,2
"@EmpressVnyc @TotalDivas Das true, but on the other hand, you know she really really just wants John, so you wouldn… https://t.co/Ntq5X1QEvw",541,0,Unlabeled,2
"@GEICO please help me understand why you nearly double my rate then 3 weeks later when we have an accident tell me I ""might not be covered""",542,0,Unlabeled,2
@AWSSupport Sure. Case ID: 2230311591. Thanks :),543,0,Unlabeled,2
@tkcxp @tkcxp I usually watch around West 6th. We should get on something for it tho!,544,0,Unlabeled,2
"@jadastevens420 Jada, there's nothing about you that doesn't bang...any time of the year.",545,0,Unlabeled,2
Finally ready to head home from Winter Meetings. B2 boarding position and still scored exit row seat with legroom. Boom @SouthwestAir.,546,0,Unlabeled,2
@divinecomely @derickmdillard Don't come around here with your facts and common sense. Derick doesn't like that.,547,0,Unlabeled,2
@ZARA_Care the exchange and refund page is down still?,548,0,Unlabeled,2
@WholeFoods Okay! Thanks for your help!! :),549,0,Unlabeled,2
"Instead of tongs or tablecloths, we registered for ��. Help us eat happily ever after. https://t.co/HvogEWtAxX #DominosWeddingRegistry",550,0,Unlabeled,2
"@ToddJAwesome Don't be! But I know it is hard, I feel you... Just remember THE Awesome family ��Ya",551,0,Unlabeled,2
@ASOS_HeretoHelp @CitySprint_help where is my parcel?!?!,552,0,Unlabeled,2
so excited for this it's unreal!! https://t.co/SsALUcG79T,553,0,Unlabeled,2
I'm earning points with #CricketRewards https://t.co/hLcI0jAmkE,554,0,Unlabeled,2
@hulu_support I canceled my subscription before the 30 days and I am still getting charged monthly,555,0,Unlabeled,2
@BootsUK still no reply re minor ailments scheme in sussex,556,0,Unlabeled,2
@ThreeUKSupport Done all of that. It was working last week,557,0,Unlabeled,2
"@HarrodsService hi, is your Christmas shop already open?",558,0,Unlabeled,2
@united I have a question about upcoming travels,559,0,Unlabeled,2
@MACcosmetics And how do I do that? Can you send me an email address pls?,560,0,Unlabeled,2
-Everything I Do Is To Better My Family I Don’t Have Much Time For Games .,561,0,Unlabeled,2
@BestBuySupport A Samsung Galaxy S5 battery. Do they sale them.,562,0,Unlabeled,2
@HMRCcustomers good morning do we need to include outside scope items in boxes 6 and 7 of vat return. Thank you,563,0,Unlabeled,2
@Safaricom_Care i have seen it at the bars tab. Thanks for the guide.,564,0,Unlabeled,2
"@AmazonHelp Yes. promised for arrival today, but just dispatched.",565,0,Unlabeled,2
@RJ_See @DatelineNBC Hanging by a thread....ughhhhh,566,0,Unlabeled,2
@JakeGuti should be happy in the morning.,567,0,Unlabeled,2
@SamsungSupport THANK YOU!!!!!,568,0,Unlabeled,2
@ThePondScumBlog TRUMP IS THE BIGGEST liar of them all.,569,0,Unlabeled,2
@gabbyxmayhem Tbh I don’t know why I didn’t expect to see that in the first place,570,0,Unlabeled,2
@PostSports @romanstubbs Always put a man on the ball. Especially when you have a 7 footer!,571,0,Unlabeled,2
@ProFootballTalk I can’t believe they didn’t sign Kaepernic,572,0,Unlabeled,2
@UPSHelp Not asking for full refund just reg ship vs express ship I paid for b/c delivered day 6 instead of day 3. UPS said NO! Unfair!,573,0,Unlabeled,2
@edmundmcmillen There’s a very bad bug with electronics Zero or Jacobs ladder that causes random self-damage while shootin… https://t.co/nZtvNn9Fbc,574,0,Unlabeled,2
@CaliWyand i miss u more!! ��,575,0,Unlabeled,2
"@FC_Help request: have shift dress from 08 spring/summer collection - any chance that 1. there r any left,  or 2. u'll make dress again?!",576,0,Unlabeled,2
@voorheesXIII I can't tell if you're legit asking or making fun of Cole xD,577,0,Unlabeled,2
@OnePlus_IN @OnePlus_Support @oneplus I had purchased a product from your website and immediately cancelled it after paying because I ordered it from amazon but it's been over 20+ days I haven't got my money back. and i am not getting any reply from you v,578,0,Unlabeled,2
@HPSupport [TYPE YOUR QUESTION HERE] #hppsdr #ijkhelp,579,0,Unlabeled,2
@trixamillionnn I don’t know it seems a lil wild over on your end ������,580,0,Unlabeled,2
"@British_Airways Sat in the middle right at the back. Shame you stopped the free bar! Not impressed, Amy!",581,0,Unlabeled,2
@Walmart I use to be an employee and was wondering when my W2 will be here. I'm only waiting on you guys. Since ex-… https://t.co/Fuv85Ax7HL,582,0,Unlabeled,2
@tommyHilfiger hi guys. I buy a ton of your clothes.. I have lost the pully to pull down the zipper on my grey woolen top.. Can you help?,583,0,Unlabeled,2
Uncovered a @SEPTA fossil waiting for the 79. https://t.co/Qwa5r4NuVe,584,0,Unlabeled,2
@ASOS_HeretoHelp No response to my DM several hours later #appallingcustomercare,585,0,Unlabeled,2
Hard to believe... https://t.co/QaieicZ0TL,586,0,Unlabeled,2
"@OhItsTeddy @soleheatonfeet I personally have never been into the mix/match, ""What The"" or Top 3 concepts. But sti… https://t.co/iDgWZml2Fd",587,0,Unlabeled,2
@djelzee give me a break,588,0,Unlabeled,2
@nvidia hi please i cant find a driver for video card (nvidia geforce 8500 gt) for mac please send me a link when i can download a driver,589,0,Unlabeled,2
#PUBG &amp; #Fortnite's argument raises the question: Can you own a genre? https://t.co/tJg1Segu3v,590,0,Unlabeled,2
@WorIdOfDancing Sexy https://t.co/IA0QIxYhvo,591,0,Unlabeled,2
@RexTrillerson @AwesomeHaircut @TheOnion There is no struggle. There is only do or not do ��,592,0,Unlabeled,2
Hello? @hulu @hulu_support ? Are you listening? Why isn't #Dirt on the new app on Fire and Apple TV devices?,593,0,Unlabeled,2
@BN_care i understand the why. But the fact is i can have a book shipped overnight cheaper than picking it up in your store,594,0,Unlabeled,2
https://t.co/o0OFFhcLL4 https://t.co/oHp3use4Wc,595,0,Unlabeled,2
*claps,596,0,Unlabeled,2
@ihgrewardsclub How do I chase you up - sent a missing points form but have not heard from you and no option to follow up from the email!!,597,0,Unlabeled,2
@ThreeUKSupport Yes it is past the 30 days and is the Special Limited Edition version,598,0,Unlabeled,2
@hm_custserv @hm wow still no response. Really shocking...,599,0,Unlabeled,2
@ballababy927 @SynysterGates Gates just give her the D already,600,0,Unlabeled,2
"The community, staff, and neighbors are great at Stoneleigh Valley Ranch - check out living here! https://t.co/8ZUmRyz5YF #LeaseStarSocial",601,0,Unlabeled,2
@JennyMcCarthy Happy belated! Glad it was a good one!,602,0,Unlabeled,2
"@BTCare bt mobile can't make outgoing calls, says system is busy, for 3 days now! Any ideas?",603,0,Unlabeled,2
Seriously? Just tried to put my brand new shoes on and this happens. So disappointed @nikestore https://t.co/y9t2gyJC0M,604,0,Unlabeled,2
@Uber_Support I never received my order,605,0,Unlabeled,2
"Just noticed when I brush my @Superdry top with my hand, loads of the design falls off like dust. Is this #micro #plastic #pollution?",606,0,Unlabeled,2
@marsha32 Merry Christmas Marsha !,607,0,Unlabeled,2
@nvidiacc I bought a 1080 from best buy and didn't get any code for destiny 2. Anything I can do?,608,0,Unlabeled,2
@awelfle I think the two are mutually exclusive.,609,0,Unlabeled,2
@awscloud @AWSSupport contacting on behalf of a client; their site has been down for 24+ hours but no response from AWS support!,610,0,Unlabeled,2
@BurberryService I haven't received any answer from you. What's up?,611,0,Unlabeled,2
@GeorgiaPower is working to restore an outage effecting several buildings off Hwy 27 and Clinic Ave. Waiting for service restore time info.,612,0,Unlabeled,2
"@WhirlpoolCare @whirlpool_india AMC Policy is worst,everything is chargeable under their policy.Want better sevice. Plz Contact - 8587981023",613,0,Unlabeled,2
“Remember when you did this?” Me: https://t.co/lAD994d1I1,614,0,Unlabeled,2
"The emo believers wishy washy surrender to a higher power counts, but is not the same quality as a being who thinks… https://t.co/5ulzobGNGw",615,0,Unlabeled,2
I’ve been playing the sims practically nonstop for ten hours and life is going swell for them. A thread.,616,0,Unlabeled,2
@RailMinIndia @PiyushGoyal mAadhaar not accepted in train 16127 DOJ 26th December coach S4,617,0,Unlabeled,2
"Hey @awscloud , @alexadevs the Alexa4Business Windows app gives an error ""Cannot validate credentials. Check Internet connectivity"". I can't proceed with the setup :(. Any hint to solve this issue? IAM creds should be fine.",618,0,Unlabeled,2
@CjGormley Link that,619,0,Unlabeled,2
@HarrodsService tried many times to check out with the 10% off weekend yesterday and it didn't work! Can I still place my order with 10% off,620,0,Unlabeled,2
"""Hi, yes, I would like a steak made with 70% Canadian Beef and 30% Japanese Beef""",621,0,Unlabeled,2
@IKEAUKSupport hello can you tell me when the lappland tv unit will be back in stock please? Thanks,622,0,Unlabeled,2
Woah! https://t.co/Edx7ldYuKD,623,0,Unlabeled,2
@ChryslerCares I have a case open with Chrysler customer service under William Taylor. Waiting on a call back,624,0,Unlabeled,2
"@ArbysCares The location is on general booth boulevard right off gallery avenue. In Virginia Beach, Va",625,0,Unlabeled,2
@mike_pence DeNile is not a river in Africa! You cannot escape karma! You will be judged (towards the good or towar… https://t.co/BmF5eRYAND,626,0,Unlabeled,2
@Ariel_hdz25 Thank you!! Love and miss you too ❤️��,627,0,Unlabeled,2
"@OnePlus_Support No, still same issue(",628,0,Unlabeled,2
@subaru_usa Already have been to one of your dealerships but the car I wanted to buy had been sold before I got there,629,0,Unlabeled,2
@eBay_UK I have messaged u thanks! You and paypal are the same company and they wont help either! :/,630,0,Unlabeled,2
@MACcosmetics just signed up for the first time on your website and am not being allowed to use my welcome code,631,0,Unlabeled,2
so many blessings soon to come. #2018,632,0,Unlabeled,2
@pizzahut The store had closed by the time I received it.,633,0,Unlabeled,2
Thank god for @GEICO !!! I knew paying all that money for be a blessing ONE day,634,0,Unlabeled,2
@fitbit why does your shipping promises suck?,635,0,Unlabeled,2
I think people like seeing me fail :),636,0,Unlabeled,2
@mrsmoats52 I sure hope he re-ups. @thebody52 was a true Steeler! A true Player and a true Gentleman. Thank yo… https://t.co/pcMGx9Fup0,637,0,Unlabeled,2
@panerabread Reply tweet. Here as in Colorado.,638,0,Unlabeled,2
"Apparently the #showtime app *is* down. Thanks for the confirmation, @craigpeters. Also get your act together @showtime, @sho_help.",639,0,Unlabeled,2
@HMRCcustomers Hi HMRC. I've uploaded to Facebook. Yet to receive a response. Can you confirm that you're reviewing them please.,640,0,Unlabeled,2
"@RailMinIndia train no 12840,coach no S2 all the fans of the coach not running since it departed from mas yesterday.",641,0,Unlabeled,2
@BTCare broadband gone off again,642,0,Unlabeled,2
@AOL where can I get support for the Verizon email switch?,643,0,Unlabeled,2
"@HPSupport Hi, I have buyed a new HP Envy 4526. I can print but not scan in any way (direct, web, PC...) everthing tried #hppsdr #ijkhelp",644,0,Unlabeled,2
@PinkColorLover_ @jadapsmith Shitttttt frfr,645,0,Unlabeled,2
"@tracypitcher7 @comcastcares @comcastcares you can look at the dm's and see, we have nothing more to discuss. thank you.",646,0,Unlabeled,2
Nosey the Elephant Gets Her Happy Ending: Freedom #care2 https://t.co/kXVElD0r9v,647,0,Unlabeled,2
@Samsung why is it taking forever to get a refund on a recalled washer?  WHYYYYYYYY?,648,0,Unlabeled,2
"1830s/40s Flat Buttons, 1700s Buckle and an abandoned chimney on top of a mountain.… https://t.co/fFx9rW9hO1",649,0,Unlabeled,2
"@ChryslerCares The Pacifica reminds me a bit of the Kia Sedona van, is your designs in house or outsourced?",650,0,Unlabeled,2
"@LenovoSupport my lenovo flex 4 has stopped working. It does not turn on, i have tried pressing the novo button i still wont turn.",651,0,Unlabeled,2
Just ordered @DIRECTV for my father-in-law. Installation next Tuesday 12/12. I will be there.,652,0,Unlabeled,2
@Delta it goes from balitmore to Florida and then the Dominican Republic,653,0,Unlabeled,2
Thanks for the pasta sauce @Walmart https://t.co/WT6GSOJjGw,654,0,Unlabeled,2
3 people followed me and one person unfollowed me // automatically checked by https://t.co/X3DkvMvknH,655,0,Unlabeled,2
@AirAsiaSupport i have wrongly book my flight. How to change the the destination from KBR to KUL. Booking no. YK2JWF,656,0,Unlabeled,2
@GeorgiaPower why bother confirming you can be at my home at a specific time to meet the electrician &amp; still not be here 2 hrs later? #fail,657,0,Unlabeled,2
@MicrosoftHelps Not seeing that option presently - but I might not be looking in the right place yet,658,0,Unlabeled,2
Just posted a photo https://t.co/EDhPnotf8l,659,0,Unlabeled,2
"@NortonSupport No, I can't. As I shut down my computer because it broke everything. Again.",660,0,Unlabeled,2
@NortonSupport I spoke to your held desk just now &amp; got the updates. My Case Id: 32540657,661,0,Unlabeled,2
Was supposed to depart from Norman Manley airport in Kingston Jamaica at 10:56am but of course @jetblue is delayed. #unacceptable @jetblue!,662,0,Unlabeled,2
@MCFCffs @TwitterSupport I AM WHITE SUPREMACIST. THAT WORD OFFENDS MY PEOPLE,663,0,Unlabeled,2
@fitbit Having prob with my Fitbit. It shows Only half charged or half up grading and nothing else. What can I do?,664,0,Unlabeled,2
Amost ready for the #SuperBowl #Budweiser https://t.co/LXK6O5e7Km,665,0,Unlabeled,2
#Chrysler is a disgrace to be called an American Automobile will NOT even cover a part with known issues even though parts been recalled.,666,0,Unlabeled,2
"Hope y’all having a good day, make it count ����",667,0,Unlabeled,2
@AppleSupport as requested. https://t.co/0c5K18PNA5,668,0,Unlabeled,2
"DO NOT STAY @HIExpress Troy Michigan. Bad service. Customers treated like prisoners and I was called Racist by ""Nicole"" . Nothing was done!",669,0,Unlabeled,2
@ToppsHuddle These are the Thanksgiving leftovers - all the injured reserve players that could have been in a previ… https://t.co/taJOrR8pQY,670,0,Unlabeled,2
@McDonalds I know it's been a while but I need some closure... why did you take away the #bigandtasty and the #sweetchile sauce,671,0,Unlabeled,2
Is this legit? Seats sliding on white rails doesn't seem safe. 2014 Honda Odyssey @Honda @HondaCustSvc https://t.co/pPEQVg7LzR,672,0,Unlabeled,2
"Pretty nasty lamp shade at the @HolidayInn in Roseville, MI. https://t.co/uoA3hPkhaK",673,0,Unlabeled,2
"@tianaoster He should take your last name, then you guys can name your kid “RollerC”",674,0,Unlabeled,2
#twice #heartshaker slay,675,0,Unlabeled,2
@LenovoSupport will X1 Carbon 2nd Gen get support for Win 10 1703 or are we stuck on 1607 until end of life? Support page last updated March,676,0,Unlabeled,2
@OnePlus_IN How do I get in touch with OnePlus regarding sponsorship for a college fest?,677,0,Unlabeled,2
"@Sherrell_Dorsey Ok, i'll give you 15 more minutes on Twitter and then you have to do a few hours of real work afte… https://t.co/CCZj5Spju6",678,0,Unlabeled,2
"Family is hard. Family at Christmas, when expectations are at their peak, is bananas. I hope your Christmas went we… https://t.co/kiKDqlYDRp",679,0,Unlabeled,2
@HondaCustSvc Is premium gasoline recommended for the 2017 Civic Hatchback LX with CVT ?,680,0,Unlabeled,2
"Delayed an hour on my way here, delayed by 2+ hours on my way back, @united. Should have taken @Amtrak  #dontflyunited",681,0,Unlabeled,2
"@British_Airways Hi, flying with you in 2 weeks on the Boeing 777 to Japan. Am I allowed to bring my mavic pro on the flight?",682,0,Unlabeled,2
@umterps Section 103 Row 8 Seat 10,683,0,Unlabeled,2
@XboxSupport I keep getting this error 8083201c when i try to sync my game data can you please help,684,0,Unlabeled,2
"@DIRECTVService What is going on with your OnDemand programming. No shows are listed on HBO,CIINEMAX etc. Also Sunday night football bad pic",685,0,Unlabeled,2
@ryandroyd you guys are mirrored and i love it,686,0,Unlabeled,2
@Superdry_Care Thank you for resolving my issue promptly #goodcustomerservice,687,0,Unlabeled,2
Give these super easy @PerdueChicken fajitas a try. You won’t regret it! #Promotion #PerdueCrew -… https://t.co/ROPxzJEVrB,688,0,Unlabeled,2
WOW. Cain and Yelich. What a day to be a Brewers fan. https://t.co/sWsbc8iGOT,689,0,Unlabeled,2
I've had a 1-cuper #coffee machine for over 10 yrs from @blackanddecker that's still going strong. It's nice when products last a long time.,690,0,Unlabeled,2
"@NYTsupport logged into the website, but article still demanding i sign in http://t.co/mcgkfk7fSx",691,0,Unlabeled,2
@OptimumHelp I'm getting no dial tone on my phone and the outages page on your site isn't working. Is phone service down in my area?,692,0,Unlabeled,2
@petelau2007 Pleas egive a free OnePlus 5t for me i m so desperate to have one but no MONEY,693,0,Unlabeled,2
@NortonSupport Still the same after update/reboot! WIsh I knew why it's not working... It used to work a few years ago :),694,0,Unlabeled,2
@VirginTrains Hello. What time does the late evening service start in 1st class in EUS-BHX route please? Looking at the 20:03 train. Cheers!,695,0,Unlabeled,2
@GEICO thanks for your help today. I got goin' with Geico. Don't use that line publicly like I just did.,696,0,Unlabeled,2
So last week Michigan wins 33-10 and we're supposed to be excited. This week Michigan wins 35-10 (kneeling it out o… https://t.co/f8GE6cBihg,697,0,Unlabeled,2
@OnePlus_Support Thank you. It helped. Phew,698,0,Unlabeled,2
Ppphotdeals,699,0,Unlabeled,2
@AskeBay You clearly didn't read the tweet. Your Just like amazon.  Maybe local shopping. You know what you get that way!,700,0,Unlabeled,2
"bought a bottle of champagne today and all I wanted was to get carded on my 21st birthday, but they didn’t card me ��",701,0,Unlabeled,2
It's Girl Scout season aka my dad will send me a box of thin mints in the mail every week because he has a bad memo… https://t.co/Ihiqvz8ubu,702,0,Unlabeled,2
@mleigh843 lmao I meant to tag you in this,703,0,Unlabeled,2
"@AOLSupportHelp My AOL (formerly Verizon) account ""unable to authorize"" but my wife's works fine?",704,0,Unlabeled,2
Well someone’s feeling pretty... https://t.co/iZp4kYSKkB,705,0,Unlabeled,2
@ScummyWorm @mishacollins Oh my chuck! R u 4 real!? YES I do n thank you @ScummyWorm I deeply appreciate your generous and kind act ��������,706,0,Unlabeled,2
@kmbreslin1 I hope it doesn't happen but it's awfully suspicious,707,0,Unlabeled,2
@Dani_Bagshaw #youwouldntcometodenverwithme,708,0,Unlabeled,2
@Delta It was sent,709,0,Unlabeled,2
No @FCHWPO dont do him lime that!!!!! #posteralert on @kporzee,710,0,Unlabeled,2
@cheesefriiees Mad jealous of that shower curtain g,711,0,Unlabeled,2
FYI figured out later he was a faker,712,0,Unlabeled,2
@Breznican Seeing the Falcon and new &amp; shiny... ����,713,0,Unlabeled,2
@Jpint24 Plant City. First week of March. Strawberry festival.,714,0,Unlabeled,2
@virginmedia Ok thanks for the help anyway,715,0,Unlabeled,2
@McAlistersDeli Had lunch in South Elgin. I was disappointed with the quality of your product vs what is shown on y… https://t.co/70MtNH5GVv,716,0,Unlabeled,2
@AmericanAir Thank you for replacing my suitcase when I got back to MKE today. Much appreciated!,717,0,Unlabeled,2
"@Medium howdy. Known bug? &gt;&gt; Huge white spaces on mobile, following an embed (Twitter) ... not duplicative on desktop",718,0,Unlabeled,2
@Yaysies I totally thought you meant industry contacts originally. Thanks for clarifying.,719,0,Unlabeled,2
"literally just took my jeep on Friday to get new brakes, tires, & to make sure there was nothing else wrong with it. & now the check engine light is on over it",720,0,Unlabeled,2
@ISirDubstepI Already tried and I shouldnt have to wait anytime for a false suspension,721,0,Unlabeled,2
Freaking out that the most recent #RegularGirls was half recorded in my city. Need to run into you @ReneeYoungWWE ❤️❤️,722,0,Unlabeled,2
When someone blocks you before you can reply ���� #ohthetravesty #nofun #hitanerve #DontRecastJace #WeLoveDom #Shadowhunters,723,0,Unlabeled,2
@AdobeCare Yes! Updated!,724,0,Unlabeled,2
@NortonSupport here's the page I get when I click on the link! https://t.co/3jp2VDQ4TA,725,0,Unlabeled,2
@TheEmoKitty666 Wooooooooo lmao,726,0,Unlabeled,2
@SEPTA_SOCIAL I haven't seen the route 105 to Radnor leaving 69th a 7:20. It's now 7:22.,727,0,Unlabeled,2
Now I want someone to do a country-western Chu Ci. They are the songs... of the South. Qu Yuan feat. Dixie Chicks! https://t.co/7vuXlDaBK0,728,0,Unlabeled,2
@Safaricom_Care clarify what?,729,0,Unlabeled,2
@charafucker His insta is the greatest thing in hockey,730,0,Unlabeled,2
"Thanksgiving, Black Friday hours for Kohl's, Target, JC Penney, Macy's and more https://t.co/HXsM5Mi4bv",731,0,Unlabeled,2
@CLERallyChicken I'm going to have to plan better this year since I was a sucker for all but 2 of the day games last year,732,0,Unlabeled,2
"4. a total of 2. 5. godd, ed edd and eddy is still the best tv series imo to this day 6. https://t.co/RY3sblZhpk THIS SONG IS MY JAM!!!!!!",733,0,Unlabeled,2
"@AskPlayStation I can't log in to PSN, Because it says my account has been blocked",734,0,Unlabeled,2
@LaneBest7 “His dream is to represent Brazil at the World Cup” - cap tie him nowwww lol,735,0,Unlabeled,2
@Safaricom_Care Check DM,736,0,Unlabeled,2
one person followed me // automatically checked by https://t.co/b9gLGhpg49,737,0,Unlabeled,2
"@NortonSupport My kid loves you, though.",738,0,Unlabeled,2
@WWERollins welcome back Curb Stomp!,739,0,Unlabeled,2
https://t.co/enWvdXVtj3,740,0,Unlabeled,2
@budlight Is this the kind of product your distributors sale now? http://t.co/rwApWpSuxT,741,0,Unlabeled,2
Just left Oxford Street. Full marks to staff @BootsUK in securing building and making sure customers were ok. Very professional approach.,742,0,Unlabeled,2
"@VodafoneIN @TRAI Sent multiple emails however, no reaponse from Vodafone corporate team 1/2",743,0,Unlabeled,2
"@JoePeshRadio The Sandlot!! Should say the title of my life's biography, since that's what everyone calls me small… https://t.co/rfpzii2B9j",744,0,Unlabeled,2
@TopmanAskUs can you tell me when my collect in store order hasn't arrived?? Was due by 15th December!,745,0,Unlabeled,2
@TommyHilfiger you jave the worst customer service!!! #pissed #useless #worstbrand,746,0,Unlabeled,2
"@boxofficemojo @jumanjimovie @ThePostMovie @TheCommuterFilm Am I to understand this correctly? The sequel to a ""meh… https://t.co/bugRRaSQH5",747,0,Unlabeled,2
@FitbitSupport I've already tried that and it's not working unfortunately,748,0,Unlabeled,2
@Vgbcc1 Putting a car into solar orbit is a bit underwhelming but this is one big rocket.,749,0,Unlabeled,2
@greateranglia why has the driver of the 0015 from Liverpool street to Southend given no reason for the train crawling beyond Ilford?,750,0,Unlabeled,2
@catvalente I imagine the only time I'd applaud the King in Orange is when he's being taken away in handcuffs or hi… https://t.co/h9pBs8UbJ9,751,0,Unlabeled,2
@NikeSupport Yes that is correct!,752,0,Unlabeled,2
That had a poor life!!!!#SmallHotWings @KFC_UKI_Help https://t.co/1q2zlS4Ch2,753,0,Unlabeled,2
@greateranglia left my Race of champions beanie on the 0200issh Southend Airport train. Please let me know if found,754,0,Unlabeled,2
@SteevieeGee Youre far from that!!,755,0,Unlabeled,2
Bitch DISGUSTING https://t.co/K7JnPkXbNA,756,0,Unlabeled,2
@TeamJuJu @JujusBike will you add to this when you come to CALI again.!? Please! https://t.co/UroH5nUnmS,757,0,Unlabeled,2
Dear @Arbys please bring back loaded potato cakes. I have been craving them since 2009.,758,0,Unlabeled,2
"If you can’t prove yourself as a friend, I sure as hell don’t want you as more ����",759,0,Unlabeled,2
@greateranglia 1750 Peterborough - Ipswich. No water in either toilet. Not good enough. #gross,760,0,Unlabeled,2
thanks @VW for your fantastic car seizing up while driving causing me to spin out and almost die.,761,0,Unlabeled,2
My study breaks have consisted of binge-watching John Oliver shows. #thxjohn,762,0,Unlabeled,2
Oh no @Superdry my fav jeans have a design defect and are now broken. What shall I do..? https://t.co/tIjZL8OZzN,763,0,Unlabeled,2
Took 6 week progress pics for myself last week.. impressed with my results.. and now I've lost 4lbs since then with… https://t.co/yqJurcX7tG,764,0,Unlabeled,2
@IHGService My accelerate credit card activity hasn't updated and passed 8 weeks,765,0,Unlabeled,2
"Biskey's training methods boil down to ""go get the shit kicked out of you by someone else until you're stronger""",766,0,Unlabeled,2
@TommyHilfiger having problems on your site. Just spoke to my bank @HSBC_UK_Help and they say no issues their side?? http://t.co/5MOejf0he0,767,0,Unlabeled,2
@Burberry hey burberry hope all is well. I would like to know if some of your shoes or boots uses calf leather trip. I seen few on shops,768,0,Unlabeled,2
@MicrosoftHelps This is what happened. https://t.co/EYuCW0U9u6,769,0,Unlabeled,2
@Moto_Support Ok. Shall I private message this over?,770,0,Unlabeled,2
"@DropboxSupport Your new layout is having issues.. Left justified off the screen on both PC and Mac, all browers.",771,0,Unlabeled,2
"@AOLSupportHelp Hello aol, i found i couldn't Open My aol Mail since last night. Is aol website getting down ?  Please help thanks",772,0,Unlabeled,2
"Hey @NYUstudentlife, remember when @BetsyWolfe was dropping some major knowledge bombs on us and said she was excit… https://t.co/WsPHPBpMY9",773,0,Unlabeled,2
@AMWilliams47 Whenever you wanna come over! ��,774,0,Unlabeled,2
Look @yelpsupport I promise to stop reviewing sperm banks for bad yogurt. So can you unban me now?,775,0,Unlabeled,2
"So is a 220,000 ms read latency on Redshift normal or should we be worried? @awscloud https://t.co/d2IoMjTRyJ",776,0,Unlabeled,2
@AirAsiaSupport -Booking number MJK5PS AK http:// 6052.Booking not appear in my account.can please do me a favor how to solve it? pic.twitter.com/GwD3diQN0u,777,0,Unlabeled,2
"@OnePlus_IN Extremely disappointed after purchasing the Oneplus5.. 50% at 8:00 pm, phone off for 1.5 hours in between.. 11:30 pm it's 15%",778,0,Unlabeled,2
@ThorTripp Right but if Purdue wins they get 6 wins and Indiana gets priority over Huskers based on Higher APR. If… https://t.co/DOF777We3q,779,0,Unlabeled,2
@ASavageNation Loved the book! Couldn't put it down. How long will we have to wait until you write the sequel? T… https://t.co/kNiI55AORe,780,0,Unlabeled,2
@amandahoovernj @Wawa fluff my utz section for me haha im sure its not even touched,781,0,Unlabeled,2
@Moto_Support my phone tends to vibrate when I unlock it sometimes for no reason...please help,782,0,Unlabeled,2
@paypayy__ Done ✅ I will! ��,783,0,Unlabeled,2
@greateranglia driver license/credit card for Michael David Ward handed into Colchester info point just after 3pm.,784,0,Unlabeled,2
@nytimes I'm recieving terrible home delivery service from you. My paper never gets to me! #help,785,0,Unlabeled,2
Very disappointed in holiday inn express Orlando. bad experience. Poor cust serv@ihgrewardsclub @holidayinnexpre,786,0,Unlabeled,2
I'm spinning to win the products that I want on Win It! and winning points to spend too! #instantwingame #deals… https://t.co/esdWf4jczS,787,0,Unlabeled,2
https://t.co/DSSwIpcmU4,788,0,Unlabeled,2
@HMRCcustomers Ok thank you. And how can I get refunded for the amount I've overpaid?,789,0,Unlabeled,2
@subaru_usa  question.. just received email about exclusive one time event for new Impreza.  But no information where is when???,790,0,Unlabeled,2
@TeamTurboTax i paid my fed taxes via turbo tax when filing my extension but don't see the withdrawal pending in my bank acct. please help?,791,0,Unlabeled,2
If I felt threatened by an assistant manager at @Walmart where can I place a complaint?,792,0,Unlabeled,2
@EmilyKumlien #IDoubtIt #Blessed #GiveUsDecemberMadness #BiggerPlayoff,793,0,Unlabeled,2
